Vehicle_ID,Customer_ID,Registration_Number,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_Age,IDV
VEH10980,CUST10753,JK02RG4467,JK02,Honda,Amaze,Sedan,Petrol,1199,2024,2,524236
VEH10981,CUST10753,JK02EY7283,JK02,Hyundai,Creta,SUV,Petrol,1497,2018,8,578938
VEH10982,CUST10754,JK14RX9060,JK14,Hyundai,Creta,SUV,Diesel,1497,2025,1,964475
VEH10983,CUST10755,JK02BI7252,JK02,Mahindra,Bolero,SUV,Diesel,1493,2019,7,449543
VEH10984,CUST10755,JK02DC2460,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2023,3,518275
VEH10985,CUST10756,JK08WY1027,JK08,Tata,Punch,SUV,Petrol,1199,2023,3,730893
VEH10986,CUST10756,JK08IJ3069,JK08,Hyundai,Verna,Sedan,Petrol,1497,2021,5,455881
VEH10987,CUST10757,JK14IV5863,JK14,Hyundai,Verna,Sedan,Petrol,1497,2017,9,383377
VEH10988,CUST10758,JK02PI3022,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2023,3,511606
VEH10989,CUST10759,JK02BV3501,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,9,310801
VEH10990,CUST10759,JK02YU8987,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2018,8,641848
VEH10991,CUST10760,JK02KM6706,JK02,Tata,Altroz,Hatchback,Diesel,1199,2018,8,223179
VEH10992,CUST10760,JK02HX9978,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,4,401738
VEH10993,CUST10760,JK02WB5981,JK02,Mahindra,Bolero,SUV,Diesel,1493,2022,4,601557
VEH10994,CUST10760,JK02HD4573,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2017,9,325655
VEH10995,CUST10761,JK02RZ3418,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,4,453734
VEH10996,CUST10762,JK08JM1859,JK08,Honda,City,Sedan,Petrol,1498,2024,2,1217773
VEH10997,CUST10762,JK08QK1556,JK08,Hyundai,Venue,SUV,Diesel,1197,2024,2,969888
VEH10998,CUST10763,JK02QJ2468,JK02,Tata,Punch,SUV,CNG,1199,2018,8,260502
VEH10999,CUST10764,JK02DC9015,JK02,Hyundai,Creta,SUV,Petrol,1497,2020,6,415865
VEH11000,CUST10765,JK02HT3967,JK02,Renault,Kiger,SUV,Petrol,999,2022,4,453856
VEH11001,CUST10766,JK02SW9806,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2,485169
VEH11002,CUST10767,JK02BV9830,JK02,Hyundai,Verna,Sedan,Petrol,1497,2019,7,407016
VEH11003,CUST10768,JK08WS1087,JK08,Toyota,Innova Hycross,MPV,Hybrid,1987,2021,5,1229022
VEH11004,CUST10768,JK08QC5206,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2016,10,136090
VEH11005,CUST10768,JK08HZ3811,JK08,Renault,Triber,MPV,Petrol,999,2022,4,408120
VEH11006,CUST10769,JK19XH9750,JK19,Honda,Elevate,SUV,Petrol,1498,2022,4,1097319
VEH11007,CUST10770,JK02PN2622,JK02,Honda,Amaze,Sedan,Petrol,1199,2019,7,289723
VEH11008,CUST10771,JK02YP4539,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,6,255314
VEH11009,CUST10772,JK02GQ3675,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,4,597189
VEH11010,CUST10773,JK02NB5413,JK02,Hyundai,Venue,SUV,Petrol,1197,2010,16,272554
VEH11011,CUST10774,JK02PK3514,JK02,Tata,Harrier,SUV,Diesel,1956,2023,3,1536288
VEH11012,CUST10775,JK02HN9984,JK02,Tata,Nexon,SUV,Diesel,1199,2022,4,822764
VEH11013,CUST10776,JK08DU5483,JK08,Toyota,Fortuner,SUV,Petrol,2755,2025,1,3342268
VEH11014,CUST10777,JK02ES6022,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,6,202540
VEH11015,CUST10778,JK04OP1785,JK04,Mahindra,Thar,SUV,Diesel,2184,2024,2,1111558
VEH11016,CUST10779,JK08OW7597,JK08,Mahindra,Bolero,SUV,Diesel,1493,2022,4,501493
VEH11017,CUST10780,JK17RD5380,JK17,Hyundai,Venue,SUV,Diesel,1197,2025,1,817030
VEH11018,CUST10781,JK02EZ8678,JK02,Hyundai,Verna,Sedan,Petrol,1497,2021,5,624272
VEH11019,CUST10782,JK02HW6007,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2022,4,716711
VEH11020,CUST10783,JK02YE1940,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2025,1,671958
VEH11021,CUST10784,JK02ZL9334,JK02,Kia,Seltos,SUV,Petrol,1497,2014,12,501477
VEH11022,CUST10784,JK02KQ1119,JK02,Hyundai,Creta,SUV,Diesel,1497,2019,7,462435
VEH11023,CUST10785,JK02RB8350,JK02,Tata,Harrier,SUV,Diesel,1956,2012,14,441652
VEH11024,CUST10785,JK02NY7925,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,5,347854
VEH11025,CUST10785,JK02XG9832,JK02,Renault,Kiger,SUV,Petrol,999,2016,10,188019
VEH11026,CUST10785,JK02GA7449,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2,549682
VEH11027,CUST10786,JK11XW1942,JK11,Toyota,Glanza,Hatchback,CNG,1197,2023,3,540578
VEH11028,CUST10787,JK02XE6808,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,1,516777
VEH11029,CUST10788,JK08KX1113,JK08,Hyundai,Venue,SUV,Diesel,1197,2024,2,749662
VEH11030,CUST10789,JK02LE5415,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2,555263
VEH11031,CUST10790,JK02TA4251,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2,296884
VEH11032,CUST10790,JK02TX3626,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2019,7,419511
VEH11033,CUST10791,JK14OU3087,JK14,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,3,674182
VEH11034,CUST10791,JK14DY1346,JK14,Mahindra,XUV700,SUV,Diesel,1999,2024,2,2278861
VEH11035,CUST10791,JK14BV8039,JK14,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2012,14,181928
VEH11036,CUST10792,JK02TG3498,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,8,185777
VEH11037,CUST10793,JK04ZG8031,JK04,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2,574080
VEH11038,CUST10794,JK02ZP3436,JK02,Tata,Punch,SUV,Petrol,1199,2024,2,648309
VEH11039,CUST10795,JK02LQ2489,JK02,Renault,Kwid,Hatchback,Petrol,999,2016,10,128385
VEH11040,CUST10796,JK02FL2005,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2021,5,709535
VEH11041,CUST10797,JK02SG1779,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2,301864
VEH11042,CUST10798,JK19MX2650,JK19,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,4,364545
VEH11043,CUST10799,JK02RR3134,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2023,3,552657
VEH11044,CUST10800,JK12GH7292,JK12,Hyundai,i20,Hatchback,Petrol,1197,2025,1,483149
VEH11045,CUST10801,JK02PX4120,JK02,Tata,Nexon,SUV,Diesel,1199,2024,2,642742
VEH11046,CUST10802,JK02HM4309,JK02,Tata,Altroz,Hatchback,Petrol,1199,2021,5,311484
VEH11047,CUST10803,JK08XT6690,JK08,Hyundai,i20,Hatchback,Petrol,1197,2015,11,207557
VEH11048,CUST10804,JK08MN9255,JK08,Honda,City,Sedan,Petrol,1498,2017,9,458477
VEH11049,CUST10805,JK02BO4116,JK02,Renault,Kiger,SUV,Petrol,999,2018,8,300837
VEH11050,CUST10806,JK02ET7293,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2021,5,1220320
VEH11051,CUST10807,JK02EF1145,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2016,10,166036
VEH11052,CUST10808,JK02WH5399,JK02,Hyundai,i20,Hatchback,Petrol,1197,2021,5,308701
VEH11053,CUST10809,JK02QY5550,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2014,12,106752
VEH11054,CUST10810,JK02NA6692,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,6,301573
VEH11055,CUST10811,JK02GD5831,JK02,Mahindra,Bolero,SUV,Diesel,1493,2023,3,719726
VEH11056,CUST10812,JK08SH5194,JK08,Kia,Seltos,SUV,Petrol,1497,2012,14,450268
VEH11057,CUST10812,JK08WQ4377,JK08,Honda,Amaze,Sedan,Petrol,1199,2017,9,231002
VEH11058,CUST10813,JK06EG8109,JK06,Tata,Tiago,Hatchback,CNG,1199,2023,3,349384
VEH11059,CUST10814,JK02EM3955,JK02,Hyundai,Venue,SUV,Petrol,1197,2020,6,461351
VEH11060,CUST10815,JK02RE3351,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,1,797778
VEH11061,CUST10816,JK06SD1193,JK06,Renault,Kwid,Hatchback,Petrol,999,2020,6,225594
VEH11062,CUST10816,JK06TQ1716,JK06,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2,432263
VEH11063,CUST10817,JK02UA2742,JK02,Tata,Nexon,SUV,Diesel,1199,2021,5,394546
VEH11064,CUST10818,JK02VH8846,JK02,Hyundai,Verna,Sedan,Petrol,1497,2024,2,1095942
VEH11065,CUST10819,JK14AB9923,JK14,Tata,Nexon,SUV,Diesel,1199,2023,3,594106
VEH11066,CUST10820,JK02LD5699,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2,688050
VEH11067,CUST10821,JK08MZ4678,JK08,Kia,Seltos,SUV,Diesel,1497,2025,1,1486928
VEH11068,CUST10821,JK08DY2389,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2015,11,110839
VEH11069,CUST10822,JK12RD5940,JK12,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,6,307194
VEH11070,CUST10823,JK08RY2251,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2017,9,332334
VEH11071,CUST10823,JK08DL8838,JK08,Tata,Altroz,Hatchback,Petrol,1199,2017,9,270886
VEH11072,CUST10824,JK20CZ3979,JK20,Mahindra,Scorpio Classic,SUV,Diesel,2184,2018,8,502189
VEH11073,CUST10825,JK02PQ3264,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,9,360539
VEH11074,CUST10826,JK02NV7301,JK02,Hyundai,Verna,Sedan,Petrol,1497,2025,1,1149660
VEH11075,CUST10827,JK02SG1046,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2024,2,1184001
VEH11076,CUST10828,JK02BJ3283,JK02,Honda,City,Sedan,Petrol,1498,2023,3,1243077
VEH11077,CUST10829,JK02GV1915,JK02,Renault,Kiger,SUV,Petrol,999,2018,8,337676
VEH11078,CUST10829,JK02TS7958,JK02,Mahindra,XUV700,SUV,Petrol,1999,2022,4,1913928
VEH11079,CUST10830,JK14AJ2294,JK14,Hyundai,Venue,SUV,Petrol,1197,2023,3,907781
VEH11080,CUST10831,JK08MD9641,JK08,Hyundai,Venue,SUV,Diesel,1197,2019,7,477209
VEH11081,CUST10831,JK08LQ1216,JK08,Hyundai,i20,Hatchback,Petrol,1197,2023,3,372019
VEH11082,CUST10832,JK06NA7940,JK06,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019,7,316214
VEH11083,CUST10832,JK06XN4724,JK06,Mahindra,Thar,SUV,Petrol,2184,2022,4,891018
VEH11084,CUST10833,JK02TK1917,JK02,Hyundai,Venue,SUV,Petrol,1197,2024,2,1029169
VEH11085,CUST10833,JK02VM6131,JK02,Tata,Nexon,SUV,Diesel,1199,2019,7,439580
VEH11086,CUST10833,JK02QF2776,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,1,566308
VEH11087,CUST10834,JK02HO2070,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2,717308
VEH11088,CUST10835,JK11QA5410,JK11,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2025,1,676226
VEH11089,CUST10835,JK11BI6056,JK11,Renault,Kiger,SUV,Petrol,999,2025,1,844981
VEH11090,CUST10836,JK02IK6830,JK02,Hyundai,Venue,SUV,Petrol,1197,2012,14,261853
VEH11091,CUST10837,JK02NU1388,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2020,6,1125109
VEH11092,CUST10838,JK12ER2290,JK12,Toyota,Fortuner,SUV,Diesel,2755,2015,11,992818
VEH11093,CUST10839,JK02DS9218,JK02,Kia,Carens,MPV,Diesel,1497,2021,5,1019217
VEH11094,CUST10839,JK02HQ8059,JK02,Kia,Sonet,SUV,Diesel,1197,2025,1,808116
VEH11095,CUST10840,JK02YO9151,JK02,Tata,Nexon,SUV,Petrol,1199,2025,1,722117
VEH11096,CUST10841,JK02ML3780,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2014,12,108934
VEH11097,CUST10842,JK14BS8548,JK14,Maruti Suzuki,Swift,Hatchback,CNG,1197,2023,3,373961
VEH11098,CUST10843,JK14YZ8999,JK14,Hyundai,Venue,SUV,Diesel,1197,2025,1,952352
VEH11099,CUST10844,JK02LN6138,JK02,Tata,Punch,SUV,CNG,1199,2022,4,519155
VEH11100,CUST10845,JK08QQ5011,JK08,Toyota,Innova Crysta,MPV,Diesel,2393,2019,7,769656
VEH11101,CUST10846,JK02OW4654,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,4,510496
VEH11102,CUST10846,JK02MN8616,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2,866929
VEH11103,CUST10847,JK02TF6385,JK02,Honda,Amaze,Sedan,Petrol,1199,2025,1,779333
VEH11104,CUST10848,JK02CL9930,JK02,Mahindra,XUV700,SUV,Diesel,1999,2024,2,1684131
VEH11105,CUST10849,JK17ZU2022,JK17,Maruti Suzuki,Swift,Hatchback,CNG,1197,2014,12,156375
VEH11106,CUST10850,JK02WY7929,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2023,3,380677
VEH11107,CUST10850,JK02KH8396,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,10,175271
VEH11108,CUST10850,JK02VC8021,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2023,3,1781535
VEH11109,CUST10851,JK02MR3632,JK02,Honda,Amaze,Sedan,Petrol,1199,2012,14,196490
VEH11110,CUST10852,JK02OX4253,JK02,Tata,Nexon,SUV,Petrol,1199,2025,1,883539
VEH11111,CUST10852,JK02AX3416,JK02,Tata,Altroz,Hatchback,Diesel,1199,2021,5,329781
VEH11112,CUST10853,JK14NA8381,JK14,Tata,Altroz,Hatchback,Petrol,1199,2014,12,233138
VEH11113,CUST10853,JK14AT4074,JK14,Hyundai,Creta,SUV,Petrol,1497,2022,4,918080
VEH11114,CUST10854,JK02ZO1235,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,4,305092
VEH11115,CUST10855,JK02SQ8471,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,4,350796
VEH11116,CUST10856,JK02CE8018,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,4,470738
VEH11117,CUST10856,JK02VR8167,JK02,Hyundai,i20,Hatchback,Petrol,1197,2020,6,245672
VEH11118,CUST10857,JK02QK9133,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,8,256252
VEH11119,CUST10857,JK02RW4471,JK02,Hyundai,Creta,SUV,Diesel,1497,2024,2,1182704
VEH11120,CUST10858,JK02YJ8601,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,4,422392
VEH11121,CUST10859,JK11HW5333,JK11,Kia,Carens,MPV,Diesel,1497,2023,3,1124603
VEH11122,CUST10859,JK11AA7134,JK11,Maruti Suzuki,Brezza,SUV,CNG,1462,2016,10,218920
VEH11123,CUST10860,JK02GZ4156,JK02,Tata,Tiago,Hatchback,CNG,1199,2020,6,214669
VEH11124,CUST10861,JK02YK3846,JK02,Tata,Punch,SUV,CNG,1199,2022,4,522721
VEH11125,CUST10861,JK02CU9261,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2,719677
VEH11126,CUST10862,JK11YF2528,JK11,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2025,1,705262
VEH11127,CUST10863,JK14OA3138,JK14,Maruti Suzuki,Swift,Hatchback,CNG,1197,2011,15,124452
VEH11128,CUST10864,JK02FV7194,JK02,Toyota,Fortuner,SUV,Diesel,2755,2018,8,1453650
VEH11129,CUST10865,JK02QP2694,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2,364911
VEH11130,CUST10866,JK14CM6921,JK14,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2015,11,176222
VEH11131,CUST10867,JK02BY2250,JK02,Kia,Sonet,SUV,Diesel,1197,2024,2,874785
VEH11132,CUST10868,JK02VE1166,JK02,Tata,Tiago,Hatchback,Petrol,1199,2015,11,127862
VEH11133,CUST10868,JK02MP9953,JK02,Renault,Kiger,SUV,Petrol,999,2025,1,922926
VEH11134,CUST10869,JK02AN3496,JK02,Tata,Harrier,SUV,Diesel,1956,2024,2,1312582
VEH11135,CUST10870,JK08FS3073,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,3,423119
VEH11136,CUST10870,JK08SQ8652,JK08,Honda,Amaze,Sedan,Petrol,1199,2018,8,290017
VEH11137,CUST10871,JK19GF5605,JK19,Hyundai,Venue,SUV,Petrol,1197,2013,13,327999
VEH11138,CUST10872,JK02UY8992,JK02,Tata,Punch,SUV,CNG,1199,2022,4,493296
VEH11139,CUST10872,JK02VQ7275,JK02,Tata,Altroz,Hatchback,CNG,1199,2022,4,471017
VEH11140,CUST10873,JK02LX9378,JK02,Tata,Nexon,SUV,Diesel,1199,2023,3,705410
VEH11141,CUST10874,JK02KC6286,JK02,Toyota,Fortuner,SUV,Diesel,2755,2022,4,2700293
VEH11142,CUST10875,JK02JU3003,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025,1,616939
VEH11143,CUST10876,JK02XO7317,JK02,Hyundai,i20,Hatchback,Petrol,1197,2023,3,543505
VEH11144,CUST10877,JK11YU2225,JK11,Tata,Harrier,SUV,Diesel,1956,2020,6,1040711
VEH11145,CUST10878,JK08BM1766,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2011,15,140631
VEH11146,CUST10879,JK19PG1348,JK19,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2023,3,414470
VEH11147,CUST10880,JK02AN9642,JK02,Kia,Sonet,SUV,Petrol,1197,2025,1,656902
VEH11148,CUST10881,JK02SH6665,JK02,Kia,Sonet,SUV,Diesel,1197,2022,4,730683
VEH11149,CUST10882,JK14MQ2989,JK14,Hyundai,Verna,Sedan,Petrol,1497,2016,10,207677
VEH11150,CUST10883,JK02CI8138,JK02,Kia,Seltos,SUV,Petrol,1497,2024,2,1120712
VEH11151,CUST10884,JK02ZY1860,JK02,Kia,Carens,MPV,Petrol,1497,2023,3,932659
VEH11152,CUST10885,JK02IP7218,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2023,3,295558
VEH11153,CUST10886,JK02WT7771,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,6,280599
VEH11154,CUST10887,JK02ZI8908,JK02,Tata,Tiago,Hatchback,CNG,1199,2024,2,484249
VEH11155,CUST10888,JK02RT4373,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019,7,303726
VEH11156,CUST10889,JK20MK8989,JK20,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2025,1,688163
VEH11157,CUST10890,JK02TI8438,JK02,Hyundai,i20,Hatchback,Petrol,1197,2019,7,391705
VEH11158,CUST10891,JK20ZW9412,JK20,Honda,Amaze,Sedan,Petrol,1199,2024,2,558832
VEH11159,CUST10892,JK02YP2672,JK02,Hyundai,i20,Hatchback,Petrol,1197,2024,2,712486
VEH11160,CUST10893,JK02EA9698,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,4,457222
VEH11161,CUST10894,JK04FK8059,JK04,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021,5,465694
VEH11162,CUST10894,JK04BJ7923,JK04,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2,488900
VEH11163,CUST10895,JK02NC1817,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2020,6,366805
VEH11164,CUST10896,JK11GN5513,JK11,Toyota,Fortuner,SUV,Petrol,2755,2024,2,3715024
VEH11165,CUST10897,JK02ME4335,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,3,504048
VEH11166,CUST10898,JK02EX8811,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2018,8,649951
VEH11167,CUST10899,JK02IL1208,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019,7,270056
VEH11168,CUST10900,JK02ET1159,JK02,Renault,Kwid,Hatchback,Petrol,999,2020,6,135237
VEH11169,CUST10901,JK02BA5762,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2017,9,238749
VEH11170,CUST10902,JK02UI9039,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2018,8,244235
VEH11171,CUST10903,JK02VH6467,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2015,11,114779
VEH11172,CUST10904,JK02DK4608,JK02,Hyundai,Creta,SUV,Petrol,1497,2019,7,509818
VEH11173,CUST10905,JK02JT4175,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2014,12,258720
VEH11174,CUST10906,JK02ZW3866,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,3,815895
VEH11175,CUST10907,JK20IB9520,JK20,Tata,Altroz,Hatchback,CNG,1199,2019,7,265786
VEH11176,CUST10908,JK02HZ9174,JK02,Hyundai,i20,Hatchback,Petrol,1197,2014,12,186121
VEH11177,CUST10909,JK02QR5974,JK02,Hyundai,i20,Hatchback,Petrol,1197,2021,5,459658
VEH11178,CUST10910,JK02HP1871,JK02,Hyundai,Venue,SUV,Petrol,1197,2021,5,575613
VEH11179,CUST10911,JK02GJ5641,JK02,Kia,Seltos,SUV,Petrol,1497,2017,9,354108
VEH11180,CUST10912,JK08LX5764,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2,548743
VEH11181,CUST10913,JK02KZ2607,JK02,Tata,Tiago,Hatchback,CNG,1199,2015,11,190755
VEH11182,CUST10914,JK02UD4268,JK02,Tata,Altroz,Hatchback,Diesel,1199,2023,3,623422
VEH11183,CUST10915,JK02OQ9942,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2,320282
VEH11184,CUST10916,JK02NR6858,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,4,446764
VEH11185,CUST10917,JK02XA7896,JK02,Hyundai,Creta,SUV,Petrol,1497,2025,1,1313328
VEH11186,CUST10918,JK08ND9900,JK08,Kia,Carens,MPV,Diesel,1497,2015,11,303068
VEH11187,CUST10918,JK08DR8582,JK08,Mahindra,XUV700,SUV,Diesel,1999,2017,9,574191
VEH11188,CUST10919,JK02IC5760,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2021,5,215955
VEH11189,CUST10920,JK02TB4359,JK02,Tata,Harrier,SUV,Diesel,1956,2021,5,843028
VEH11190,CUST10921,JK02HI1105,JK02,Tata,Punch,SUV,Petrol,1199,2017,9,198042
VEH11191,CUST10922,JK02NG2697,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,4,362907
VEH11192,CUST10923,JK02ME4849,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2016,10,282700
VEH11193,CUST10924,JK02LQ4027,JK02,Hyundai,Creta,SUV,Petrol,1497,2024,2,863256
VEH11194,CUST10925,JK02MH2638,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2013,13,371295
VEH11195,CUST10926,JK02MV3427,JK02,Hyundai,Creta,SUV,Diesel,1497,2025,1,872066
VEH11196,CUST10927,JK08AQ8282,JK08,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,1,359579
VEH11197,CUST10928,JK02AE9202,JK02,Mahindra,Thar,SUV,Petrol,2184,2016,10,391444
VEH11198,CUST10929,JK02ED6558,JK02,Hyundai,Creta,SUV,Petrol,1497,2022,4,715116
VEH11199,CUST10929,JK02HK8925,JK02,Kia,Carens,MPV,Diesel,1497,2022,4,886963
VEH11200,CUST10930,JK12ND6309,JK12,Honda,Elevate,SUV,Petrol,1498,2020,6,770798
VEH11201,CUST10931,JK02AT4796,JK02,Hyundai,Creta,SUV,Petrol,1497,2025,1,1210139
VEH11202,CUST10932,JK02ZV4876,JK02,Hyundai,Venue,SUV,Petrol,1197,2025,1,937329
VEH11203,CUST10932,JK02XB5103,JK02,Mahindra,XUV700,SUV,Petrol,1999,2024,2,2180761
VEH11204,CUST10933,JK02YI8364,JK02,Tata,Nexon,SUV,Petrol,1199,2022,4,543135
VEH11205,CUST10934,JK02FT8111,JK02,Hyundai,i20,Hatchback,Petrol,1197,2017,9,163529
VEH11206,CUST10935,JK04FV1085,JK04,Tata,Nexon,SUV,Diesel,1199,2023,3,907130
VEH11207,CUST10936,JK08RY9653,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,5,399519
VEH11208,CUST10937,JK02QO3258,JK02,Hyundai,i20,Hatchback,Petrol,1197,2017,9,217241
VEH11209,CUST10937,JK02OD9474,JK02,Tata,Nexon,SUV,Petrol,1199,2023,3,856055
VEH11210,CUST10938,JK08AV5749,JK08,Tata,Altroz,Hatchback,Diesel,1199,2014,12,201173
VEH11211,CUST10939,JK02ZB4955,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2016,10,177326
VEH11212,CUST10940,JK11PY5309,JK11,Tata,Nexon,SUV,Petrol,1199,2019,7,421786
VEH11213,CUST10941,JK02DO6400,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2014,12,130882
VEH11214,CUST10942,JK04XS1579,JK04,Kia,Carens,MPV,Petrol,1497,2023,3,1381042
VEH11215,CUST10943,JK11XM3121,JK11,Tata,Nexon,SUV,Petrol,1199,2023,3,566381
VEH11216,CUST10944,JK02LH4731,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,1,436743
VEH11217,CUST10945,JK04PJ1296,JK04,Kia,Carens,MPV,Petrol,1497,2021,5,955929
VEH11218,CUST10946,JK17SO2893,JK17,Mahindra,XUV700,SUV,Diesel,1999,2022,4,1522653
VEH11219,CUST10947,JK02GC1164,JK02,Hyundai,Creta,SUV,Petrol,1497,2024,2,1392570
VEH11220,CUST10948,JK11BD3958,JK11,Mahindra,Scorpio-N,SUV,Diesel,2198,2023,3,1563313
VEH11221,CUST10949,JK04DK3005,JK04,Toyota,Fortuner,SUV,Diesel,2755,2019,7,1619764
VEH11222,CUST10950,JK02XW8266,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2019,7,255638
VEH11223,CUST10950,JK02NG9870,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,5,340868
VEH11224,CUST10951,JK02MC3246,JK02,Mahindra,Bolero,SUV,Diesel,1493,2016,10,214968
VEH11225,CUST10951,JK02DS3325,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2025,1,1557424
