Policy_Number,RID,RED,IDV,Policy_Tenure,Policy_Term,Total_Claim_Amount,Claim_Count,NCB,Premium,Customer_Area,District,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_First_Registration_Date,Vehicle_Age,Channel_Type,Portfolio_Size,Year_Onboarded,Renewed
POL10060,2025-10-24,2026-10-23,181632,3,365,99390.12,0,25,4086.72,Trikuta Nagar,Jammu,JK02,Tata,Punch,SUV,Petrol,1199,2015,2016-10-18,11,Prime Broker,346,2020-10-17,0
POL10061,2024-01-17,2025-01-15,296867,1,365,0.0,0,0,8906.01,Canal Road,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2021,2022-03-09,5,Prime Broker,554,2021-11-25,1
POL10061,2025-01-16,2026-01-15,296867,2,365,110859.13,1,20,7837.29,Canal Road,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2021,2022-03-09,5,Prime Broker,554,2021-11-25,1
POL10061,2026-01-16,2027-01-15,296867,3,365,0.0,0,0,8906.01,Canal Road,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2021,2022-03-09,5,Prime Broker,554,2021-11-25,0
POL10062,2024-06-06,2025-06-05,186776,1,365,0.0,0,0,5603.28,Samba,Samba,JK08,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2014,2015-04-23,12,Prime Broker,548,2021-01-28,1
POL10062,2025-06-06,2026-06-05,186776,2,365,0.0,0,20,4482.62,Samba,Samba,JK08,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2014,2015-04-23,12,Prime Broker,548,2021-01-28,1
POL10062,2026-06-06,2027-06-05,186776,3,365,0.0,0,25,4202.46,Samba,Samba,JK08,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2014,2015-04-23,12,Prime Broker,548,2021-01-28,0
POL10063,2025-03-10,2026-03-09,587584,1,365,0.0,0,0,17627.52,Lakhanpur,Kathua,JK04,Mahindra,Bolero,SUV,Diesel,1493,2022,2022-10-31,4,Bancassurance,338,2024-08-06,1
POL10063,2026-03-10,2027-03-09,587584,2,365,70145.3,0,20,14102.02,Lakhanpur,Kathua,JK04,Mahindra,Bolero,SUV,Diesel,1493,2022,2022-10-31,4,Bancassurance,338,2024-08-06,0
POL10064,2024-04-25,2025-04-24,309977,1,365,0.0,0,0,9299.31,Lakhanpur,Kathua,JK04,Hyundai,Creta,SUV,Diesel,1497,2016,2017-02-10,10,Agency,208,2019-01-15,1
POL10064,2025-04-25,2026-04-24,309977,2,365,0.0,0,20,7439.45,Lakhanpur,Kathua,JK04,Hyundai,Creta,SUV,Diesel,1497,2016,2017-02-10,10,Agency,208,2019-01-15,1
POL10064,2026-04-25,2027-04-24,309977,3,365,0.0,0,25,6974.48,Lakhanpur,Kathua,JK04,Hyundai,Creta,SUV,Diesel,1497,2016,2017-02-10,10,Agency,208,2019-01-15,0
POL10065,2025-11-06,2026-11-05,411109,1,365,0.0,1,0,13566.6,Talab Tillo,Jammu,JK02,Tata,Altroz,Hatchback,CNG,1199,2021,2021-11-21,5,Agency,273,2024-10-27,0
POL10066,2021-12-15,2022-12-14,292085,1,365,0.0,1,0,9638.81,Talab Tillo,Jammu,JK02,Tata,Punch,SUV,CNG,1199,2017,2018-03-17,9,Prime Broker,501,2019-12-15,1
POL10066,2022-12-15,2023-12-14,292085,2,365,0.0,1,0,9638.81,Talab Tillo,Jammu,JK02,Tata,Punch,SUV,CNG,1199,2017,2018-03-17,9,Prime Broker,501,2019-12-15,1
POL10066,2023-12-15,2024-12-13,292085,3,365,0.0,0,0,8762.55,Talab Tillo,Jammu,JK02,Tata,Punch,SUV,CNG,1199,2017,2018-03-17,9,Prime Broker,501,2019-12-15,1
POL10066,2024-12-14,2025-12-13,292085,4,365,0.0,0,20,7010.04,Talab Tillo,Jammu,JK02,Tata,Punch,SUV,CNG,1199,2017,2018-03-17,9,Prime Broker,501,2019-12-15,1
POL10066,2025-12-14,2026-12-13,292085,5,365,0.0,0,25,6571.91,Talab Tillo,Jammu,JK02,Tata,Punch,SUV,CNG,1199,2017,2018-03-17,9,Prime Broker,501,2019-12-15,0
POL10067,2025-06-22,2026-06-21,358193,1,365,18525.7,0,0,10745.79,Akhnoor,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2021-03-10,6,Bancassurance,655,2025-06-04,1
POL10067,2026-06-22,2027-06-21,358193,2,365,124447.64,0,20,8596.63,Akhnoor,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2021-03-10,6,Bancassurance,655,2025-06-04,0
POL10068,2020-03-22,2021-03-21,241774,1,365,31897.39,0,0,7253.22,Satwari,Jammu,JK02,Kia,Sonet,SUV,Petrol,1197,2014,2015-02-08,12,Prime Broker,514,2020-01-08,1
POL10068,2021-03-22,2022-03-21,241774,2,365,0.0,0,20,5802.58,Satwari,Jammu,JK02,Kia,Sonet,SUV,Petrol,1197,2014,2015-02-08,12,Prime Broker,514,2020-01-08,1
POL10068,2022-03-22,2023-03-21,241774,3,365,0.0,0,25,5439.91,Satwari,Jammu,JK02,Kia,Sonet,SUV,Petrol,1197,2014,2015-02-08,12,Prime Broker,514,2020-01-08,1
POL10068,2023-03-22,2024-03-20,241774,4,365,0.0,0,35,4714.59,Satwari,Jammu,JK02,Kia,Sonet,SUV,Petrol,1197,2014,2015-02-08,12,Prime Broker,514,2020-01-08,1
POL10068,2024-03-21,2025-03-20,241774,5,365,0.0,0,45,3989.27,Satwari,Jammu,JK02,Kia,Sonet,SUV,Petrol,1197,2014,2015-02-08,12,Prime Broker,514,2020-01-08,1
POL10068,2025-03-21,2026-03-20,241774,6,365,30951.62,0,50,3626.61,Satwari,Jammu,JK02,Kia,Sonet,SUV,Petrol,1197,2014,2015-02-08,12,Prime Broker,514,2020-01-08,1
POL10068,2026-03-21,2027-03-20,241774,7,365,36003.53,0,50,3626.61,Satwari,Jammu,JK02,Kia,Sonet,SUV,Petrol,1197,2014,2015-02-08,12,Prime Broker,514,2020-01-08,0
POL10069,2025-11-30,2026-11-29,712661,1,365,89692.72,0,0,21379.83,Satwari,Jammu,JK02,Tata,Altroz,Hatchback,Diesel,1199,2025,2025-09-03,1,Prime Broker,543,2023-02-10,0
POL10070,2025-12-31,2026-12-30,558164,1,365,0.0,0,0,16744.92,R.S. Pura,Jammu,JK02,Tata,Altroz,Hatchback,CNG,1199,2025,2026-03-28,1,Prime Broker,468,2022-07-19,0
POL10071,2023-12-21,2024-12-19,638876,1,365,0.0,1,0,21082.91,R.S. Pura,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2023,2023-02-06,3,Bancassurance,586,2017-05-18,1
POL10071,2024-12-20,2025-12-19,638876,2,365,0.0,1,0,21082.91,R.S. Pura,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2023,2023-02-06,3,Bancassurance,586,2017-05-18,1
POL10071,2025-12-20,2026-12-19,638876,3,365,185146.35,3,0,24916.16,R.S. Pura,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2023,2023-02-06,3,Bancassurance,586,2017-05-18,0
POL10072,2025-12-22,2026-12-21,389658,1,365,0.0,0,0,11689.74,Katra,Reasi,JK20,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,2025-12-19,1,Agency,99,2023-04-09,0
POL10073,2022-03-15,2023-03-14,353412,1,365,23550.42,0,0,10602.36,Bakshi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,CNG,1199,2020,2021-03-10,6,Dealer,108,2020-11-07,1
POL10073,2023-03-15,2024-03-13,353412,2,365,0.0,0,20,8481.89,Bakshi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,CNG,1199,2020,2021-03-10,6,Dealer,108,2020-11-07,1
POL10073,2024-03-14,2025-03-13,353412,3,365,0.0,0,25,7951.77,Bakshi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,CNG,1199,2020,2021-03-10,6,Dealer,108,2020-11-07,1
POL10073,2025-03-14,2026-03-13,353412,4,365,98021.91,0,35,6891.53,Bakshi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,CNG,1199,2020,2021-03-10,6,Dealer,108,2020-11-07,1
POL10073,2026-03-14,2027-03-13,353412,5,365,0.0,0,45,5831.3,Bakshi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,CNG,1199,2020,2021-03-10,6,Dealer,108,2020-11-07,0
POL10074,2025-07-28,2026-07-27,519595,1,365,40377.1,1,0,17146.63,Poonch,Poonch,JK12,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2024-12-22,2,Agency,121,2017-08-07,0
POL10075,2023-02-01,2024-01-31,533802,1,365,0.0,1,0,17615.47,Poonch,Poonch,JK12,Mahindra,Thar,SUV,Petrol,2184,2016,2016-11-29,10,Bancassurance,644,2019-02-11,1
POL10075,2024-02-01,2025-01-30,533802,2,365,0.0,0,0,16014.06,Poonch,Poonch,JK12,Mahindra,Thar,SUV,Petrol,2184,2016,2016-11-29,10,Bancassurance,644,2019-02-11,1
POL10075,2025-01-31,2026-01-30,533802,3,365,0.0,0,20,12811.25,Poonch,Poonch,JK12,Mahindra,Thar,SUV,Petrol,2184,2016,2016-11-29,10,Bancassurance,644,2019-02-11,1
POL10075,2026-01-31,2027-01-30,533802,4,365,0.0,1,25,13211.6,Poonch,Poonch,JK12,Mahindra,Thar,SUV,Petrol,2184,2016,2016-11-29,10,Bancassurance,644,2019-02-11,0
POL10076,2024-02-10,2025-02-08,230344,1,365,0.0,0,0,6910.32,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2021-05-13,6,Prime Broker,443,2022-11-14,1
POL10076,2025-02-09,2026-02-08,230344,2,365,31933.83,0,20,5528.26,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2021-05-13,6,Prime Broker,443,2022-11-14,1
POL10076,2026-02-09,2027-02-08,230344,3,365,0.0,1,25,5701.01,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2021-05-13,6,Prime Broker,443,2022-11-14,0
POL10077,2024-11-15,2025-11-14,228773,1,365,0.0,0,0,6863.19,Trikuta Nagar,Jammu,JK02,Kia,Sonet,SUV,Diesel,1197,2016,2017-04-04,10,POSP,76,2023-09-16,1
POL10077,2025-11-15,2026-11-14,228773,2,365,0.0,0,20,5490.55,Trikuta Nagar,Jammu,JK02,Kia,Sonet,SUV,Diesel,1197,2016,2017-04-04,10,POSP,76,2023-09-16,0
POL10078,2025-08-23,2026-08-22,217203,1,365,0.0,0,0,6516.09,Bari Brahmana,Samba,JK08,Hyundai,i20,Hatchback,Petrol,1197,2016,2017-04-15,10,Dealer,111,2024-02-03,0
POL10079,2024-01-24,2025-01-22,819732,1,365,0.0,2,0,29510.35,Bari Brahmana,Samba,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,2023-11-13,3,Dealer,188,2023-04-19,1
POL10079,2025-01-23,2026-01-22,819732,2,365,0.0,0,0,24591.96,Bari Brahmana,Samba,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,2023-11-13,3,Dealer,188,2023-04-19,1
POL10079,2026-01-23,2027-01-22,819732,3,365,0.0,0,20,19673.57,Bari Brahmana,Samba,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,2023-11-13,3,Dealer,188,2023-04-19,0
POL10080,2023-12-25,2024-12-23,294245,1,365,0.0,0,0,8827.35,Trikuta Nagar,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2020,2021-02-14,6,Agency,248,2023-09-05,1
POL10080,2024-12-24,2025-12-23,294245,2,365,0.0,0,20,7061.88,Trikuta Nagar,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2020,2021-02-14,6,Agency,248,2023-09-05,1
POL10080,2025-12-24,2026-12-23,294245,3,365,0.0,0,25,6620.51,Trikuta Nagar,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2020,2021-02-14,6,Agency,248,2023-09-05,0
POL10081,2025-11-24,2026-11-23,503370,1,365,0.0,0,0,15101.1,Narwal,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2025,2025-09-06,1,Agency,248,2023-09-05,0
POL10082,2022-03-16,2023-03-15,311012,1,365,17739.49,0,0,9330.36,Canal Road,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,2020-05-16,6,Prime Broker,445,2021-12-13,1
POL10082,2023-03-16,2024-03-14,311012,2,365,0.0,0,20,7464.29,Canal Road,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,2020-05-16,6,Prime Broker,445,2021-12-13,1
POL10082,2024-03-15,2025-03-14,311012,3,365,0.0,1,25,7697.55,Canal Road,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,2020-05-16,6,Prime Broker,445,2021-12-13,1
POL10082,2025-03-15,2026-03-14,311012,4,365,0.0,0,0,9330.36,Canal Road,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,2020-05-16,6,Prime Broker,445,2021-12-13,1
POL10082,2026-03-15,2027-03-14,311012,5,365,0.0,1,20,8210.72,Canal Road,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,2020-05-16,6,Prime Broker,445,2021-12-13,0
POL10083,2022-07-30,2023-07-29,348922,1,365,0.0,1,0,11514.43,Canal Road,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2021-01-08,6,POSP,98,2016-02-01,1
POL10083,2023-07-30,2024-07-28,348922,2,365,0.0,1,0,11514.43,Canal Road,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2021-01-08,6,POSP,98,2016-02-01,1
POL10083,2024-07-29,2025-07-28,348922,3,365,202304.15,0,0,10467.66,Canal Road,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2021-01-08,6,POSP,98,2016-02-01,1
POL10083,2025-07-29,2026-07-28,348922,4,365,0.0,0,20,8374.13,Canal Road,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2021-01-08,6,POSP,98,2016-02-01,0
POL10084,2025-03-05,2026-03-04,497230,1,365,0.0,0,0,14916.9,Marh,Jammu,JK02,Hyundai,i20,Hatchback,Petrol,1197,2024,2025-01-27,2,Prime Broker,543,2023-02-10,1
POL10084,2026-03-05,2027-03-04,497230,2,365,0.0,0,20,11933.52,Marh,Jammu,JK02,Hyundai,i20,Hatchback,Petrol,1197,2024,2025-01-27,2,Prime Broker,543,2023-02-10,0
POL10085,2025-05-31,2026-05-30,1145222,1,365,0.0,0,0,34356.66,Marh,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2023,2023-11-07,3,Prime Broker,453,2021-09-18,1
POL10085,2026-05-31,2027-05-30,1145222,2,365,0.0,0,20,27485.33,Marh,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2023,2023-11-07,3,Prime Broker,453,2021-09-18,0
POL10086,2025-08-05,2026-08-04,240034,1,365,0.0,0,0,7201.02,Bahu Plaza,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2021,2022-02-22,5,Prime Broker,564,2023-10-25,0
POL10087,2025-10-11,2026-10-10,389527,1,365,64161.17,0,0,11685.81,Bahu Plaza,Jammu,JK02,Hyundai,Venue,SUV,Petrol,1197,2018,2018-10-07,8,Agency,248,2023-09-05,0
POL10088,2024-02-03,2025-02-01,266321,1,365,0.0,0,0,7989.63,Rajouri,Rajouri,JK11,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,2020-09-17,6,Agency,122,2021-09-15,1
POL10088,2025-02-02,2026-02-01,266321,2,365,0.0,0,20,6391.7,Rajouri,Rajouri,JK11,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,2020-09-17,6,Agency,122,2021-09-15,1
POL10088,2026-02-02,2027-02-01,266321,3,365,0.0,0,25,5992.22,Rajouri,Rajouri,JK11,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,2020-09-17,6,Agency,122,2021-09-15,0
POL10089,2020-07-16,2021-07-15,413646,1,365,0.0,0,0,12409.38,Padder,Kishtwar,JK17,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011,2011-07-26,15,POSP,90,2019-05-11,1
POL10089,2021-07-16,2022-07-15,413646,2,365,0.0,0,20,9927.5,Padder,Kishtwar,JK17,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011,2011-07-26,15,POSP,90,2019-05-11,1
POL10089,2022-07-16,2023-07-15,413646,3,365,0.0,0,25,9307.03,Padder,Kishtwar,JK17,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011,2011-07-26,15,POSP,90,2019-05-11,1
POL10089,2023-07-16,2024-07-14,413646,4,365,0.0,0,35,8066.1,Padder,Kishtwar,JK17,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011,2011-07-26,15,POSP,90,2019-05-11,1
POL10089,2024-07-15,2025-07-14,413646,5,365,0.0,0,45,6825.16,Padder,Kishtwar,JK17,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011,2011-07-26,15,POSP,90,2019-05-11,1
POL10089,2025-07-15,2026-07-14,413646,6,365,0.0,0,50,6204.69,Padder,Kishtwar,JK17,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011,2011-07-26,15,POSP,90,2019-05-11,0
POL10090,2023-11-27,2024-11-25,506442,1,365,0.0,0,0,15193.26,R.S. Pura,Jammu,JK02,Tata,Tiago,Hatchback,CNG,1199,2022,2023-05-17,4,Prime Broker,194,2022-02-06,1
POL10090,2024-11-26,2025-11-25,506442,2,365,147317.31,0,20,12154.61,R.S. Pura,Jammu,JK02,Tata,Tiago,Hatchback,CNG,1199,2022,2023-05-17,4,Prime Broker,194,2022-02-06,1
POL10090,2025-11-26,2026-11-25,506442,3,365,171966.39,0,25,11394.94,R.S. Pura,Jammu,JK02,Tata,Tiago,Hatchback,CNG,1199,2022,2023-05-17,4,Prime Broker,194,2022-02-06,0
POL10091,2021-03-04,2022-03-03,342426,1,365,0.0,0,0,10272.78,R.S. Pura,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-02-04,9,Prime Broker,295,2020-11-20,1
POL10091,2022-03-04,2023-03-03,342426,2,365,0.0,0,20,8218.22,R.S. Pura,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-02-04,9,Prime Broker,295,2020-11-20,1
POL10091,2023-03-04,2024-03-02,342426,3,365,0.0,0,25,7704.58,R.S. Pura,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-02-04,9,Prime Broker,295,2020-11-20,1
POL10091,2024-03-03,2025-03-02,342426,4,365,0.0,0,35,6677.31,R.S. Pura,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-02-04,9,Prime Broker,295,2020-11-20,1
POL10091,2025-03-03,2026-03-02,342426,5,365,0.0,2,45,6780.03,R.S. Pura,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-02-04,9,Prime Broker,295,2020-11-20,1
POL10091,2026-03-03,2027-03-02,342426,6,365,0.0,0,0,10272.78,R.S. Pura,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-02-04,9,Prime Broker,295,2020-11-20,0
POL10092,2025-07-23,2026-07-22,474842,1,365,0.0,0,0,14245.26,Bahu Plaza,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2023,2023-05-03,3,Bancassurance,586,2017-05-18,0
POL10093,2025-05-29,2026-05-28,733738,1,365,0.0,0,0,22012.14,Vijaypur,Samba,JK08,Mahindra,XUV700,SUV,Petrol,1999,2019,2019-09-15,7,Prime Broker,572,2024-02-02,1
POL10093,2026-05-29,2027-05-28,733738,2,365,0.0,0,20,17609.71,Vijaypur,Samba,JK08,Mahindra,XUV700,SUV,Petrol,1999,2019,2019-09-15,7,Prime Broker,572,2024-02-02,0
POL10094,2025-11-21,2026-11-20,1929216,1,365,0.0,1,0,63664.13,Rehari,Jammu,JK02,Toyota,Fortuner,SUV,Petrol,2755,2022,2022-06-20,4,Prime Broker,525,2025-06-13,0
POL10095,2025-01-27,2026-01-26,324575,1,365,0.0,1,0,10710.98,Rehari,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2022-12-29,4,Agency,236,2024-02-15,1
POL10095,2026-01-27,2027-01-26,324575,2,365,0.0,0,0,9737.25,Rehari,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2022-12-29,4,Agency,236,2024-02-15,0
POL10096,2025-12-28,2026-12-27,599926,1,365,71454.13,0,0,17997.78,Trikuta Nagar,Jammu,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,2025-11-12,1,Prime Broker,522,2022-12-07,0
POL10097,2025-07-03,2026-07-02,319133,1,365,0.0,0,0,9573.99,Akhnoor,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,2023-01-31,4,Prime Broker,333,2024-03-26,0
POL10098,2025-01-11,2026-01-10,237335,1,365,0.0,0,0,7120.05,Akhnoor,Jammu,JK02,Tata,Altroz,Hatchback,Petrol,1199,2015,2016-05-03,11,Prime Broker,468,2022-07-19,1
POL10098,2026-01-11,2027-01-10,237335,2,365,0.0,0,20,5696.04,Akhnoor,Jammu,JK02,Tata,Altroz,Hatchback,Petrol,1199,2015,2016-05-03,11,Prime Broker,468,2022-07-19,0
POL10099,2022-11-14,2023-11-13,270872,1,365,0.0,0,0,8126.16,Akhnoor,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2014,2015-06-14,12,Prime Broker,361,2021-02-24,1
POL10099,2023-11-14,2024-11-12,270872,2,365,0.0,0,20,6500.93,Akhnoor,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2014,2015-06-14,12,Prime Broker,361,2021-02-24,1
POL10099,2024-11-13,2025-11-12,270872,3,365,0.0,0,25,6094.62,Akhnoor,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2014,2015-06-14,12,Prime Broker,361,2021-02-24,1
POL10099,2025-11-13,2026-11-12,270872,4,365,0.0,0,35,5282.0,Akhnoor,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2014,2015-06-14,12,Prime Broker,361,2021-02-24,0
POL10100,2025-12-31,2026-12-30,1057337,1,365,0.0,1,0,34892.12,Akhnoor,Jammu,JK02,Mahindra,Thar,SUV,Petrol,2184,2025,2026-01-26,1,Prime Broker,382,2018-01-06,0
POL10101,2023-11-17,2024-11-15,183126,1,365,0.0,0,0,5493.78,Janipur,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-12-19,9,Prime Broker,453,2021-09-18,1
POL10101,2024-11-16,2025-11-15,183126,2,365,0.0,0,20,4395.02,Janipur,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-12-19,9,Prime Broker,453,2021-09-18,1
POL10101,2025-11-16,2026-11-15,183126,3,365,42988.83,0,25,4120.34,Janipur,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-12-19,9,Prime Broker,453,2021-09-18,0
POL10102,2025-03-23,2026-03-22,353541,1,365,38522.12,0,0,10606.23,Satwari,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2024-11-29,2,Prime Broker,270,2019-05-07,1
POL10102,2026-03-23,2027-03-22,353541,2,365,0.0,0,20,8484.98,Satwari,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2024-11-29,2,Prime Broker,270,2019-05-07,0
POL10103,2025-06-15,2026-06-14,340550,1,365,0.0,0,0,10216.5,Doda,Doda,JK06,Kia,Sonet,SUV,Diesel,1197,2013,2014-02-28,13,POSP,86,2023-04-24,1
POL10103,2026-06-15,2027-06-14,340550,2,365,0.0,0,20,8173.2,Doda,Doda,JK06,Kia,Sonet,SUV,Diesel,1197,2013,2014-02-28,13,POSP,86,2023-04-24,0
POL10104,2024-10-23,2025-10-22,537637,1,365,0.0,0,0,16129.11,Udhampur,Udhampur,JK14,Hyundai,i20,Hatchback,Petrol,1197,2024,2024-09-17,2,Prime Broker,517,2021-02-03,1
POL10104,2025-10-23,2026-10-22,537637,2,365,0.0,1,20,14193.62,Udhampur,Udhampur,JK14,Hyundai,i20,Hatchback,Petrol,1197,2024,2024-09-17,2,Prime Broker,517,2021-02-03,0
POL10105,2025-11-09,2026-11-08,987499,1,365,0.0,0,0,29624.97,Samba,Samba,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,2025-07-10,1,Bancassurance,392,2022-10-25,0
POL10106,2025-07-13,2026-07-12,448523,1,365,0.0,0,0,13455.69,Samba,Samba,JK08,Honda,Amaze,Sedan,Petrol,1199,2021,2022-02-13,5,Prime Broker,157,2020-01-02,0
POL10107,2025-01-26,2026-01-25,203267,1,365,0.0,0,0,6098.01,Doda,Doda,JK06,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2018,2018-08-09,8,POSP,86,2023-04-24,1
POL10107,2026-01-26,2027-01-25,203267,2,365,0.0,0,20,4878.41,Doda,Doda,JK06,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2018,2018-08-09,8,POSP,86,2023-04-24,0
POL10108,2024-03-02,2025-03-01,406251,1,365,0.0,2,0,14625.04,Banihal,Ramban,JK19,Renault,Kiger,SUV,Petrol,999,2021,2022-06-10,5,Prime Broker,599,2024-01-17,1
POL10108,2025-03-02,2026-03-01,406251,2,365,0.0,1,0,13406.28,Banihal,Ramban,JK19,Renault,Kiger,SUV,Petrol,999,2021,2022-06-10,5,Prime Broker,599,2024-01-17,1
POL10108,2026-03-02,2027-03-01,406251,3,365,0.0,0,0,12187.53,Banihal,Ramban,JK19,Renault,Kiger,SUV,Petrol,999,2021,2022-06-10,5,Prime Broker,599,2024-01-17,0
POL10109,2023-08-11,2024-08-09,244368,1,365,0.0,0,0,7331.04,Bishnah,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2020-11-24,6,Agency,200,2022-06-06,1
POL10109,2024-08-10,2025-08-09,244368,2,365,0.0,1,20,6451.32,Bishnah,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2020-11-24,6,Agency,200,2022-06-06,1
POL10109,2025-08-10,2026-08-09,244368,3,365,0.0,2,0,8797.25,Bishnah,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2020-11-24,6,Agency,200,2022-06-06,0
POL10110,2024-12-26,2025-12-25,275547,1,365,0.0,0,0,8266.41,Bishnah,Jammu,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2014,2015-03-08,12,Agency,229,2022-08-03,1
POL10110,2025-12-26,2026-12-25,275547,2,365,55972.58,0,20,6613.13,Bishnah,Jammu,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2014,2015-03-08,12,Agency,229,2022-08-03,0
POL10111,2023-03-08,2024-03-06,209235,1,365,0.0,0,0,6277.05,Bahu Plaza,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2019,2019-04-27,7,POSP,56,2022-12-16,1
POL10111,2024-03-07,2025-03-06,209235,2,365,0.0,0,20,5021.64,Bahu Plaza,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2019,2019-04-27,7,POSP,56,2022-12-16,1
