Policy_Number,IMD_Code,RID,RED,IDV,Policy_Tenure,Total_Claim_Amount,Claim_Count,NCB,Premium,Customer_Area,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Vehicle_First_Registration_Date,Vehicle_Age,Channel_Type,Portfolio_Size,Renewed,Last_Remark,Previous_NCB,Previous_Claim_Count,Years_With_Channel,Premium_to_IDV_Ratio
POL10057,IMD10453,2025-08-17,2026-08-16,449879,1,0.0,0,0,13496.37,Jewel Chowk,Hyundai,Creta,SUV,Petrol,1497,2017-01-11,10,POSP,97,0,Vehicle sold,0.0,0.0,0,0.03
POL10058,IMD10469,2023-05-14,2024-05-12,1036288,1,0.0,0,0,31088.64,Kathua,Toyota,Innova Crysta,MPV,Diesel,2393,2021-11-18,5,Prime Broker,212,1,Premium accepted,0.0,0.0,2,0.03
POL10058,IMD10469,2024-05-13,2025-05-12,1036288,2,0.0,0,20,24870.91,Kathua,Toyota,Innova Crysta,MPV,Diesel,2393,2021-11-18,5,Prime Broker,212,1,Customer confirmed renewal,0.0,0.0,3,0.024
POL10058,IMD10469,2025-05-13,2026-05-12,1036288,3,112850.0,0,25,23316.48,Kathua,Toyota,Innova Crysta,MPV,Diesel,2393,2021-11-18,5,Prime Broker,212,1,Documents shared,20.0,0.0,4,0.0225
POL10058,IMD10469,2026-05-13,2027-05-12,1036288,4,0.0,0,35,20207.62,Kathua,Toyota,Innova Crysta,MPV,Diesel,2393,2021-11-18,5,Prime Broker,212,0,Payment delayed,25.0,0.0,5,0.0195
POL10059,IMD10404,2025-12-31,2026-12-30,1080927,1,0.0,0,0,32427.81,Trikuta Nagar,Hyundai,Verna,Sedan,Petrol,1497,2026-06-03,1,Prime Broker,547,0,Premium too high,0.0,0.0,2,0.03
POL10060,IMD10090,2023-10-25,2024-10-23,181632,1,17478.53,0,0,5448.96,Trikuta Nagar,Tata,Punch,SUV,Petrol,1199,2016-10-18,11,Prime Broker,346,1,Long-term customer,0.0,0.0,3,0.03
POL10060,IMD10090,2024-10-24,2025-10-23,181632,2,0.0,0,20,4359.17,Trikuta Nagar,Tata,Punch,SUV,Petrol,1199,2016-10-18,11,Prime Broker,346,1,Waiting for payment,0.0,0.0,4,0.024
POL10060,IMD10090,2025-10-24,2026-10-23,181632,3,99390.12,0,25,4086.72,Trikuta Nagar,Tata,Punch,SUV,Petrol,1199,2016-10-18,11,Prime Broker,346,0,Agent lost customer,20.0,0.0,5,0.0225
POL10061,IMD10207,2024-01-17,2025-01-15,296867,1,0.0,0,0,8906.01,Canal Road,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022-03-09,5,Prime Broker,554,1,Documents shared,0.0,0.0,3,0.03
POL10061,IMD10207,2025-01-16,2026-01-15,296867,2,110859.13,1,20,7837.29,Canal Road,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022-03-09,5,Prime Broker,554,1,Customer confirmed renewal,0.0,0.0,4,0.0264
POL10061,IMD10207,2026-01-16,2027-01-15,296867,3,0.0,0,0,8906.01,Canal Road,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022-03-09,5,Prime Broker,554,0,Comparing with ICICI,20.0,1.0,5,0.03
POL10062,IMD10383,2024-06-06,2025-06-05,186776,1,0.0,0,0,5603.28,Samba,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2015-04-23,12,Prime Broker,548,1,Waiting for payment,0.0,0.0,3,0.03
POL10062,IMD10383,2025-06-06,2026-06-05,186776,2,0.0,0,20,4482.62,Samba,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2015-04-23,12,Prime Broker,548,1,Documents shared,0.0,0.0,4,0.024
POL10062,IMD10383,2026-06-06,2027-06-05,186776,3,0.0,0,25,4202.46,Samba,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2015-04-23,12,Prime Broker,548,0,Premium too high,20.0,0.0,5,0.0225
POL10063,IMD10173,2025-03-10,2026-03-09,587584,1,0.0,0,0,17627.52,Lakhanpur,Mahindra,Bolero,SUV,Diesel,1493,2022-10-31,4,Bancassurance,338,1,Documents shared,0.0,0.0,1,0.03
POL10063,IMD10173,2026-03-10,2027-03-09,587584,2,70145.3,0,20,14102.02,Lakhanpur,Mahindra,Bolero,SUV,Diesel,1493,2022-10-31,4,Bancassurance,338,0,Comparing competitor quotes,0.0,0.0,2,0.024
POL10064,IMD10143,2024-04-25,2025-04-24,309977,1,0.0,0,0,9299.31,Lakhanpur,Hyundai,Creta,SUV,Diesel,1497,2017-02-10,10,Agency,208,1,Renewal in progress,0.0,0.0,5,0.03
POL10064,IMD10143,2025-04-25,2026-04-24,309977,2,0.0,0,20,7439.45,Lakhanpur,Hyundai,Creta,SUV,Diesel,1497,2017-02-10,10,Agency,208,1,Documents shared,0.0,0.0,6,0.024
POL10064,IMD10143,2026-04-25,2027-04-24,309977,3,0.0,0,25,6974.48,Lakhanpur,Hyundai,Creta,SUV,Diesel,1497,2017-02-10,10,Agency,208,0,Premium too high,20.0,0.0,7,0.0225
POL10065,IMD10049,2025-11-06,2026-11-05,411109,1,0.0,1,0,13566.6,Talab Tillo,Tata,Altroz,Hatchback,CNG,1199,2021-11-21,5,Agency,273,0,Payment delayed,0.0,0.0,1,0.033
POL10066,IMD10120,2021-12-15,2022-12-14,292085,1,0.0,1,0,9638.81,Talab Tillo,Tata,Punch,SUV,CNG,1199,2018-03-17,9,Prime Broker,501,1,Waiting for payment,0.0,0.0,2,0.033
POL10066,IMD10120,2022-12-15,2023-12-14,292085,2,0.0,1,0,9638.81,Talab Tillo,Tata,Punch,SUV,CNG,1199,2018-03-17,9,Prime Broker,501,1,Waiting for payment,0.0,1.0,3,0.033
POL10066,IMD10120,2023-12-15,2024-12-13,292085,3,0.0,0,0,8762.55,Talab Tillo,Tata,Punch,SUV,CNG,1199,2018-03-17,9,Prime Broker,501,1,Customer confirmed renewal,0.0,1.0,4,0.03
POL10066,IMD10120,2024-12-14,2025-12-13,292085,4,0.0,0,20,7010.04,Talab Tillo,Tata,Punch,SUV,CNG,1199,2018-03-17,9,Prime Broker,501,1,Customer satisfied,0.0,0.0,5,0.024
POL10066,IMD10120,2025-12-14,2026-12-13,292085,5,0.0,0,25,6571.91,Talab Tillo,Tata,Punch,SUV,CNG,1199,2018-03-17,9,Prime Broker,501,0,Vehicle sold,20.0,0.0,6,0.0225
POL10067,IMD10113,2025-06-22,2026-06-21,358193,1,18525.7,0,0,10745.79,Akhnoor,Maruti Suzuki,Brezza,SUV,CNG,1462,2021-03-10,6,Bancassurance,655,1,Payment expected today,0.0,0.0,0,0.03
POL10067,IMD10113,2026-06-22,2027-06-21,358193,2,124447.64,0,20,8596.63,Akhnoor,Maruti Suzuki,Brezza,SUV,CNG,1462,2021-03-10,6,Bancassurance,655,0,Agent lost customer,0.0,0.0,1,0.024
POL10068,IMD10309,2020-03-22,2021-03-21,241774,1,31897.39,0,0,7253.22,Satwari,Kia,Sonet,SUV,Petrol,1197,2015-02-08,12,Prime Broker,514,1,Documents shared,0.0,0.0,0,0.03
POL10068,IMD10309,2021-03-22,2022-03-21,241774,2,0.0,0,20,5802.58,Satwari,Kia,Sonet,SUV,Petrol,1197,2015-02-08,12,Prime Broker,514,1,Premium accepted,0.0,0.0,1,0.024
POL10068,IMD10309,2022-03-22,2023-03-21,241774,3,0.0,0,25,5439.91,Satwari,Kia,Sonet,SUV,Petrol,1197,2015-02-08,12,Prime Broker,514,1,Renewal in progress,20.0,0.0,2,0.0225
POL10068,IMD10309,2023-03-22,2024-03-20,241774,4,0.0,0,35,4714.59,Satwari,Kia,Sonet,SUV,Petrol,1197,2015-02-08,12,Prime Broker,514,1,Customer confirmed renewal,25.0,0.0,3,0.0195
POL10068,IMD10309,2024-03-21,2025-03-20,241774,5,0.0,0,45,3989.27,Satwari,Kia,Sonet,SUV,Petrol,1197,2015-02-08,12,Prime Broker,514,1,Long-term customer,35.0,0.0,4,0.0165
POL10068,IMD10309,2025-03-21,2026-03-20,241774,6,30951.62,0,50,3626.61,Satwari,Kia,Sonet,SUV,Petrol,1197,2015-02-08,12,Prime Broker,514,1,Documents shared,45.0,0.0,5,0.015
POL10068,IMD10309,2026-03-21,2027-03-20,241774,7,36003.53,0,50,3626.61,Satwari,Kia,Sonet,SUV,Petrol,1197,2015-02-08,12,Prime Broker,514,0,Customer not interested,50.0,0.0,6,0.015
POL10069,IMD10012,2025-11-30,2026-11-29,712661,1,89692.72,0,0,21379.83,Satwari,Tata,Altroz,Hatchback,Diesel,1199,2025-09-03,1,Prime Broker,543,0,Comparing with ICICI,0.0,0.0,2,0.03
POL10070,IMD10056,2025-12-31,2026-12-30,558164,1,0.0,0,0,16744.92,R.S. Pura,Tata,Altroz,Hatchback,CNG,1199,2026-03-28,1,Prime Broker,468,0,No response after follow-up,0.0,0.0,3,0.03
POL10071,IMD10405,2023-12-21,2024-12-19,638876,1,0.0,1,0,21082.91,R.S. Pura,Hyundai,Verna,Sedan,Petrol,1497,2023-02-06,3,Bancassurance,586,1,Long-term customer,0.0,0.0,6,0.033
POL10071,IMD10405,2024-12-20,2025-12-19,638876,2,0.0,1,0,21082.91,R.S. Pura,Hyundai,Verna,Sedan,Petrol,1497,2023-02-06,3,Bancassurance,586,1,Documents shared,0.0,1.0,7,0.033
POL10071,IMD10405,2025-12-20,2026-12-19,638876,3,185146.35,3,0,24916.16,R.S. Pura,Hyundai,Verna,Sedan,Petrol,1497,2023-02-06,3,Bancassurance,586,0,Claim experience poor,0.0,1.0,8,0.039
POL10072,IMD10051,2025-12-22,2026-12-21,389658,1,0.0,0,0,11689.74,Katra,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025-12-19,1,Agency,99,0,Payment delayed,0.0,0.0,2,0.03
POL10073,IMD10037,2022-03-15,2023-03-14,353412,1,23550.42,0,0,10602.36,Bakshi Nagar,Tata,Altroz,Hatchback,CNG,1199,2021-03-10,6,Dealer,108,1,Long-term customer,0.0,0.0,2,0.03
POL10073,IMD10037,2023-03-15,2024-03-13,353412,2,0.0,0,20,8481.89,Bakshi Nagar,Tata,Altroz,Hatchback,CNG,1199,2021-03-10,6,Dealer,108,1,Customer satisfied,0.0,0.0,3,0.024
POL10073,IMD10037,2024-03-14,2025-03-13,353412,3,0.0,0,25,7951.77,Bakshi Nagar,Tata,Altroz,Hatchback,CNG,1199,2021-03-10,6,Dealer,108,1,Waiting for payment,20.0,0.0,4,0.0225
POL10073,IMD10037,2025-03-14,2026-03-13,353412,4,98021.91,0,35,6891.53,Bakshi Nagar,Tata,Altroz,Hatchback,CNG,1199,2021-03-10,6,Dealer,108,1,Customer confirmed renewal,25.0,0.0,5,0.0195
POL10073,IMD10037,2026-03-14,2027-03-13,353412,5,0.0,0,45,5831.3,Bakshi Nagar,Tata,Altroz,Hatchback,CNG,1199,2021-03-10,6,Dealer,108,0,Vehicle sold,35.0,0.0,6,0.0165
POL10074,IMD10376,2025-07-28,2026-07-27,519595,1,40377.1,1,0,17146.63,Poonch,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024-12-22,2,Agency,121,0,Agent lost customer,0.0,0.0,8,0.033
POL10075,IMD10335,2023-02-01,2024-01-31,533802,1,0.0,1,0,17615.47,Poonch,Mahindra,Thar,SUV,Petrol,2184,2016-11-29,10,Bancassurance,644,1,Long-term customer,0.0,0.0,4,0.033
POL10075,IMD10335,2024-02-01,2025-01-30,533802,2,0.0,0,0,16014.06,Poonch,Mahindra,Thar,SUV,Petrol,2184,2016-11-29,10,Bancassurance,644,1,Payment expected today,0.0,1.0,5,0.03
POL10075,IMD10335,2025-01-31,2026-01-30,533802,3,0.0,0,20,12811.25,Poonch,Mahindra,Thar,SUV,Petrol,2184,2016-11-29,10,Bancassurance,644,1,Waiting for payment,0.0,0.0,6,0.024
POL10075,IMD10335,2026-01-31,2027-01-30,533802,4,0.0,1,25,13211.6,Poonch,Mahindra,Thar,SUV,Petrol,2184,2016-11-29,10,Bancassurance,644,0,Premium too high,20.0,0.0,7,0.0248
POL10076,IMD10135,2024-02-10,2025-02-08,230344,1,0.0,0,0,6910.32,Bakshi Nagar,Maruti Suzuki,Swift,Hatchback,CNG,1197,2021-05-13,6,Prime Broker,443,1,Long-term customer,0.0,0.0,2,0.03
POL10076,IMD10135,2025-02-09,2026-02-08,230344,2,31933.83,0,20,5528.26,Bakshi Nagar,Maruti Suzuki,Swift,Hatchback,CNG,1197,2021-05-13,6,Prime Broker,443,1,Payment expected today,0.0,0.0,3,0.024
POL10076,IMD10135,2026-02-09,2027-02-08,230344,3,0.0,1,25,5701.01,Bakshi Nagar,Maruti Suzuki,Swift,Hatchback,CNG,1197,2021-05-13,6,Prime Broker,443,0,Comparing competitor quotes,20.0,0.0,4,0.0247
POL10077,IMD10044,2024-11-15,2025-11-14,228773,1,0.0,0,0,6863.19,Trikuta Nagar,Kia,Sonet,SUV,Diesel,1197,2017-04-04,10,POSP,76,1,Waiting for payment,0.0,0.0,1,0.03
POL10077,IMD10044,2025-11-15,2026-11-14,228773,2,0.0,0,20,5490.55,Trikuta Nagar,Kia,Sonet,SUV,Diesel,1197,2017-04-04,10,POSP,76,0,Comparing competitor quotes,0.0,0.0,2,0.024
POL10078,IMD10015,2025-08-23,2026-08-22,217203,1,0.0,0,0,6516.09,Bari Brahmana,Hyundai,i20,Hatchback,Petrol,1197,2017-04-15,10,Dealer,111,0,Agent lost customer,0.0,0.0,1,0.03
POL10079,IMD10494,2024-01-24,2025-01-22,819732,1,0.0,2,0,29510.35,Bari Brahmana,Maruti Suzuki,Brezza,SUV,CNG,1462,2023-11-13,3,Dealer,188,1,Renewal in progress,0.0,0.0,1,0.036
POL10079,IMD10494,2025-01-23,2026-01-22,819732,2,0.0,0,0,24591.96,Bari Brahmana,Maruti Suzuki,Brezza,SUV,CNG,1462,2023-11-13,3,Dealer,188,1,Payment expected today,0.0,2.0,2,0.03
POL10079,IMD10494,2026-01-23,2027-01-22,819732,3,0.0,0,20,19673.57,Bari Brahmana,Maruti Suzuki,Brezza,SUV,CNG,1462,2023-11-13,3,Dealer,188,0,Comparing with ICICI,0.0,0.0,3,0.024
POL10080,IMD10393,2023-12-25,2024-12-23,294245,1,0.0,0,0,8827.35,Trikuta Nagar,Tata,Tiago,Hatchback,Petrol,1199,2021-02-14,6,Agency,248,1,Premium accepted,0.0,0.0,0,0.03
POL10080,IMD10393,2024-12-24,2025-12-23,294245,2,0.0,0,20,7061.88,Trikuta Nagar,Tata,Tiago,Hatchback,Petrol,1199,2021-02-14,6,Agency,248,1,Renewal in progress,0.0,0.0,1,0.024
POL10080,IMD10393,2025-12-24,2026-12-23,294245,3,0.0,0,25,6620.51,Trikuta Nagar,Tata,Tiago,Hatchback,Petrol,1199,2021-02-14,6,Agency,248,0,Claim experience poor,20.0,0.0,2,0.0225
POL10081,IMD10393,2025-11-24,2026-11-23,503370,1,0.0,0,0,15101.1,Narwal,Maruti Suzuki,Swift,Hatchback,CNG,1197,2025-09-06,1,Agency,248,0,Renewed with competitor,0.0,0.0,2,0.03
POL10082,IMD10446,2022-03-16,2023-03-15,311012,1,17739.49,0,0,9330.36,Canal Road,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020-05-16,6,Prime Broker,445,1,Long-term customer,0.0,0.0,1,0.03
POL10082,IMD10446,2023-03-16,2024-03-14,311012,2,0.0,0,20,7464.29,Canal Road,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020-05-16,6,Prime Broker,445,1,Documents shared,0.0,0.0,2,0.024
POL10082,IMD10446,2024-03-15,2025-03-14,311012,3,0.0,1,25,7697.55,Canal Road,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020-05-16,6,Prime Broker,445,1,Customer confirmed renewal,20.0,0.0,3,0.0248
POL10082,IMD10446,2025-03-15,2026-03-14,311012,4,0.0,0,0,9330.36,Canal Road,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020-05-16,6,Prime Broker,445,1,Premium accepted,25.0,1.0,4,0.03
POL10082,IMD10446,2026-03-15,2027-03-14,311012,5,0.0,1,20,8210.72,Canal Road,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020-05-16,6,Prime Broker,445,0,Comparing competitor quotes,0.0,0.0,5,0.0264
POL10083,IMD10157,2022-07-30,2023-07-29,348922,1,0.0,1,0,11514.43,Canal Road,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021-01-08,6,POSP,98,1,Payment expected today,0.0,0.0,6,0.033
POL10083,IMD10157,2023-07-30,2024-07-28,348922,2,0.0,1,0,11514.43,Canal Road,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021-01-08,6,POSP,98,1,Long-term customer,0.0,1.0,7,0.033
POL10083,IMD10157,2024-07-29,2025-07-28,348922,3,202304.15,0,0,10467.66,Canal Road,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021-01-08,6,POSP,98,1,Customer confirmed renewal,0.0,1.0,8,0.03
POL10083,IMD10157,2025-07-29,2026-07-28,348922,4,0.0,0,20,8374.13,Canal Road,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021-01-08,6,POSP,98,0,Comparing with ICICI,0.0,0.0,9,0.024
POL10084,IMD10012,2025-03-05,2026-03-04,497230,1,0.0,0,0,14916.9,Marh,Hyundai,i20,Hatchback,Petrol,1197,2025-01-27,2,Prime Broker,543,1,Renewal in progress,0.0,0.0,2,0.03
POL10084,IMD10012,2026-03-05,2027-03-04,497230,2,0.0,0,20,11933.52,Marh,Hyundai,i20,Hatchback,Petrol,1197,2025-01-27,2,Prime Broker,543,0,Payment delayed,0.0,0.0,3,0.024
POL10085,IMD10192,2025-05-31,2026-05-30,1145222,1,0.0,0,0,34356.66,Marh,Toyota,Innova Crysta,MPV,Diesel,2393,2023-11-07,3,Prime Broker,453,1,Long-term customer,0.0,0.0,4,0.03
POL10085,IMD10192,2026-05-31,2027-05-30,1145222,2,0.0,0,20,27485.33,Marh,Toyota,Innova Crysta,MPV,Diesel,2393,2023-11-07,3,Prime Broker,453,0,Premium too high,0.0,0.0,5,0.024
POL10086,IMD10221,2025-08-05,2026-08-04,240034,1,0.0,0,0,7201.02,Bahu Plaza,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022-02-22,5,Prime Broker,564,0,Comparing with ICICI,0.0,0.0,2,0.03
POL10087,IMD10393,2025-10-11,2026-10-10,389527,1,64161.17,0,0,11685.81,Bahu Plaza,Hyundai,Venue,SUV,Petrol,1197,2018-10-07,8,Agency,248,0,Comparing with ICICI,0.0,0.0,2,0.03
POL10088,IMD10214,2024-02-03,2025-02-01,266321,1,0.0,0,0,7989.63,Rajouri,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020-09-17,6,Agency,122,1,Documents shared,0.0,0.0,3,0.03
POL10088,IMD10214,2025-02-02,2026-02-01,266321,2,0.0,0,20,6391.7,Rajouri,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020-09-17,6,Agency,122,1,Renewal in progress,0.0,0.0,4,0.024
POL10088,IMD10214,2026-02-02,2027-02-01,266321,3,0.0,0,25,5992.22,Rajouri,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020-09-17,6,Agency,122,0,Customer not interested,20.0,0.0,5,0.0225
POL10089,IMD10497,2020-07-16,2021-07-15,413646,1,0.0,0,0,12409.38,Padder,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011-07-26,15,POSP,90,1,Customer confirmed renewal,0.0,0.0,1,0.03
POL10089,IMD10497,2021-07-16,2022-07-15,413646,2,0.0,0,20,9927.5,Padder,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011-07-26,15,POSP,90,1,Premium accepted,0.0,0.0,2,0.024
POL10089,IMD10497,2022-07-16,2023-07-15,413646,3,0.0,0,25,9307.03,Padder,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011-07-26,15,POSP,90,1,Documents shared,20.0,0.0,3,0.0225
POL10089,IMD10497,2023-07-16,2024-07-14,413646,4,0.0,0,35,8066.1,Padder,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011-07-26,15,POSP,90,1,Waiting for payment,25.0,0.0,4,0.0195
POL10089,IMD10497,2024-07-15,2025-07-14,413646,5,0.0,0,45,6825.16,Padder,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011-07-26,15,POSP,90,1,Renewal in progress,35.0,0.0,5,0.0165
POL10089,IMD10497,2025-07-15,2026-07-14,413646,6,0.0,0,50,6204.69,Padder,Mahindra,Scorpio Classic,SUV,Diesel,2184,2011-07-26,15,POSP,90,0,Vehicle sold,45.0,0.0,6,0.015
POL10090,IMD10208,2023-11-27,2024-11-25,506442,1,0.0,0,0,15193.26,R.S. Pura,Tata,Tiago,Hatchback,CNG,1199,2023-05-17,4,Prime Broker,194,1,Customer satisfied,0.0,0.0,1,0.03
POL10090,IMD10208,2024-11-26,2025-11-25,506442,2,147317.31,0,20,12154.61,R.S. Pura,Tata,Tiago,Hatchback,CNG,1199,2023-05-17,4,Prime Broker,194,1,Documents shared,0.0,0.0,2,0.024
POL10090,IMD10208,2025-11-26,2026-11-25,506442,3,171966.39,0,25,11394.94,R.S. Pura,Tata,Tiago,Hatchback,CNG,1199,2023-05-17,4,Prime Broker,194,0,Renewed with competitor,20.0,0.0,3,0.0225
POL10091,IMD10146,2021-03-04,2022-03-03,342426,1,0.0,0,0,10272.78,R.S. Pura,Maruti Suzuki,Brezza,SUV,CNG,1462,2018-02-04,9,Prime Broker,295,1,Long-term customer,0.0,0.0,1,0.03
POL10091,IMD10146,2022-03-04,2023-03-03,342426,2,0.0,0,20,8218.22,R.S. Pura,Maruti Suzuki,Brezza,SUV,CNG,1462,2018-02-04,9,Prime Broker,295,1,Premium accepted,0.0,0.0,2,0.024
POL10091,IMD10146,2023-03-04,2024-03-02,342426,3,0.0,0,25,7704.58,R.S. Pura,Maruti Suzuki,Brezza,SUV,CNG,1462,2018-02-04,9,Prime Broker,295,1,Payment expected today,20.0,0.0,3,0.0225
POL10091,IMD10146,2024-03-03,2025-03-02,342426,4,0.0,0,35,6677.31,R.S. Pura,Maruti Suzuki,Brezza,SUV,CNG,1462,2018-02-04,9,Prime Broker,295,1,Customer confirmed renewal,25.0,0.0,4,0.0195
POL10091,IMD10146,2025-03-03,2026-03-02,342426,5,0.0,2,45,6780.03,R.S. Pura,Maruti Suzuki,Brezza,SUV,CNG,1462,2018-02-04,9,Prime Broker,295,1,Waiting for payment,35.0,0.0,5,0.0198
POL10091,IMD10146,2026-03-03,2027-03-02,342426,6,0.0,0,0,10272.78,R.S. Pura,Maruti Suzuki,Brezza,SUV,CNG,1462,2018-02-04,9,Prime Broker,295,0,No response after follow-up,45.0,2.0,6,0.03
POL10092,IMD10405,2025-07-23,2026-07-22,474842,1,0.0,0,0,14245.26,Bahu Plaza,Tata,Tiago,Hatchback,Petrol,1199,2023-05-03,3,Bancassurance,586,0,Claim experience poor,0.0,0.0,8,0.03
POL10093,IMD10181,2025-05-29,2026-05-28,733738,1,0.0,0,0,22012.14,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2019-09-15,7,Prime Broker,572,1,Customer satisfied,0.0,0.0,1,0.03
POL10093,IMD10181,2026-05-29,2027-05-28,733738,2,0.0,0,20,17609.71,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2019-09-15,7,Prime Broker,572,0,Comparing with ICICI,0.0,0.0,2,0.024
POL10094,IMD10184,2025-11-21,2026-11-20,1929216,1,0.0,1,0,63664.13,Rehari,Toyota,Fortuner,SUV,Petrol,2755,2022-06-20,4,Prime Broker,525,0,Premium too high,0.0,0.0,0,0.033
POL10095,IMD10046,2025-01-27,2026-01-26,324575,1,0.0,1,0,10710.98,Rehari,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022-12-29,4,Agency,236,1,Customer confirmed renewal,0.0,0.0,1,0.033
POL10095,IMD10046,2026-01-27,2027-01-26,324575,2,0.0,0,0,9737.25,Rehari,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022-12-29,4,Agency,236,0,Claim experience poor,0.0,1.0,2,0.03
POL10096,IMD10255,2025-12-28,2026-12-27,599926,1,71454.13,0,0,17997.78,Trikuta Nagar,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025-11-12,1,Prime Broker,522,0,Comparing with ICICI,0.0,0.0,3,0.03
POL10097,IMD10371,2025-07-03,2026-07-02,319133,1,0.0,0,0,9573.99,Akhnoor,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023-01-31,4,Prime Broker,333,0,Claim experience poor,0.0,0.0,1,0.03
POL10098,IMD10056,2025-01-11,2026-01-10,237335,1,0.0,0,0,7120.05,Akhnoor,Tata,Altroz,Hatchback,Petrol,1199,2016-05-03,11,Prime Broker,468,1,Waiting for payment,0.0,0.0,3,0.03
POL10098,IMD10056,2026-01-11,2027-01-10,237335,2,0.0,0,20,5696.04,Akhnoor,Tata,Altroz,Hatchback,Petrol,1199,2016-05-03,11,Prime Broker,468,0,Comparing with ICICI,0.0,0.0,4,0.024
POL10099,IMD10249,2022-11-14,2023-11-13,270872,1,0.0,0,0,8126.16,Akhnoor,Mahindra,Bolero,SUV,Diesel,1493,2015-06-14,12,Prime Broker,361,1,Long-term customer,0.0,0.0,1,0.03
POL10099,IMD10249,2023-11-14,2024-11-12,270872,2,0.0,0,20,6500.93,Akhnoor,Mahindra,Bolero,SUV,Diesel,1493,2015-06-14,12,Prime Broker,361,1,Long-term customer,0.0,0.0,2,0.024
POL10099,IMD10249,2024-11-13,2025-11-12,270872,3,0.0,0,25,6094.62,Akhnoor,Mahindra,Bolero,SUV,Diesel,1493,2015-06-14,12,Prime Broker,361,1,Documents shared,20.0,0.0,3,0.0225
POL10099,IMD10249,2025-11-13,2026-11-12,270872,4,0.0,0,35,5282.0,Akhnoor,Mahindra,Bolero,SUV,Diesel,1493,2015-06-14,12,Prime Broker,361,0,Comparing competitor quotes,25.0,0.0,4,0.0195
POL10100,IMD10183,2025-12-31,2026-12-30,1057337,1,0.0,1,0,34892.12,Akhnoor,Mahindra,Thar,SUV,Petrol,2184,2026-01-26,1,Prime Broker,382,0,Premium too high,0.0,0.0,7,0.033
POL10101,IMD10192,2023-11-17,2024-11-15,183126,1,0.0,0,0,5493.78,Janipur,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017-12-19,9,Prime Broker,453,1,Long-term customer,0.0,0.0,2,0.03
POL10101,IMD10192,2024-11-16,2025-11-15,183126,2,0.0,0,20,4395.02,Janipur,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017-12-19,9,Prime Broker,453,1,Documents shared,0.0,0.0,3,0.024
POL10101,IMD10192,2025-11-16,2026-11-15,183126,3,42988.83,0,25,4120.34,Janipur,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017-12-19,9,Prime Broker,453,0,Renewed with competitor,20.0,0.0,4,0.0225
POL10102,IMD10138,2025-03-23,2026-03-22,353541,1,38522.12,0,0,10606.23,Satwari,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024-11-29,2,Prime Broker,270,1,Long-term customer,0.0,0.0,6,0.03
POL10102,IMD10138,2026-03-23,2027-03-22,353541,2,0.0,0,20,8484.98,Satwari,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024-11-29,2,Prime Broker,270,0,Vehicle sold,0.0,0.0,7,0.024
POL10103,IMD10292,2025-06-15,2026-06-14,340550,1,0.0,0,0,10216.5,Doda,Kia,Sonet,SUV,Diesel,1197,2014-02-28,13,POSP,86,1,Premium accepted,0.0,0.0,2,0.03
POL10103,IMD10292,2026-06-15,2027-06-14,340550,2,0.0,0,20,8173.2,Doda,Kia,Sonet,SUV,Diesel,1197,2014-02-28,13,POSP,86,0,Payment delayed,0.0,0.0,3,0.024
